Swaralankar,https://dare2compete.com/,
LitFest,https://dare2compete.com/,
E-Summit 2020 - SIDTM,https://dare2compete.com/,
GoCrackIt Challenge,https://dare2compete.com/,
SymBiz: Global Entrepreneurship Summit,https://dare2compete.com/,
Graffiti'20,https://dare2compete.com/,
TRANSCEND 2020,https://dare2compete.com/,
Annual Social Fest - IIT Bombay,https://dare2compete.com/,
E-Summit IIT Bombay,https://dare2compete.com/,
Synopia 2020,https://dare2compete.com/,
Infusion'20,https://dare2compete.com/,
JIML IT Operations Conclave 2020,https://dare2compete.com/,
Inception - The Annual Cultural Fest of GIM,https://dare2compete.com/,
Synergasia: National Management Conclave,https://dare2compete.com/,
CampXotica 2020,https://dare2compete.com/,
"Kshitij 2020, IIT Kharagpur - (The Techno-Management Fest)",https://dare2compete.com/,
"E-Summit 2020, IIT BHU",https://dare2compete.com/,
Riscon: Sail through the Storm,https://dare2compete.com/,
Orion,https://dare2compete.com/,
Manthan '19,https://dare2compete.com/,
Prabodhan,https://dare2compete.com/,
SPECTRA 2019 - IIM Bangalore's Analytics Festival,https://dare2compete.com/,
Revelation 2020,https://dare2compete.com/,
GoCrackIt Challenge,https://dare2compete.com/,
"E-Summit 2020, IIT Roorkee",https://dare2compete.com/,
PRATIBIMB 2020,https://dare2compete.com/,
TRISHNA 2020 - The official management and cultural fest of IBS Hyderabad,https://dare2compete.com/,
FootPrints X10,https://dare2compete.com/,
TATVA 2020,https://dare2compete.com/,
Annual Conclave on Ethics and Integrity 2020 -Symbiosis Centre for Information Technology,https://dare2compete.com/,
Fest O Comm 2020,https://dare2compete.com/,
TATA SOCIAL ENTERPRISE CHALLENGE,https://dare2compete.com/,
"E-Summit 2020, NSUT",https://dare2compete.com/,
Parivartan'20,https://dare2compete.com/,
Pragyan '20,https://dare2compete.com/,
SIERRA'20,https://dare2compete.com/,
"E-Summit 2020, Beyond Tomorrow",https://dare2compete.com/,
Drishti 2k19 - Annual Management and Cultural Fest,https://dare2compete.com/,
Startupedia,https://dare2compete.com/,
"YES'2020- Youth Entrepreneurship Summit, IIM Bodh Gaya",https://dare2compete.com/,
Quo Vadis 2020 : The Cultural & Management Festival of IIFT,https://dare2compete.com/,
IOCL presents Purvodaya '20,https://dare2compete.com/,
L'Attitude 13º05',https://dare2compete.com/,
J&J QUEST Season 8,https://dare2compete.com/,
Aurora 20,https://dare2compete.com/,
"E-Summit 2020, IIT Hyderabad",https://dare2compete.com/,
AAROHAN 2019,https://dare2compete.com/,
FIRANDE 4.0,https://dare2compete.com/,
Data Innovation Summit,https://dare2compete.com/,
MERU EMERGE,https://dare2compete.com/,
Ranbhoomi 2020,https://dare2compete.com/,
KRITVA 2020,https://dare2compete.com/,
FAB Festival,https://dare2compete.com/,
"AArunya 4.0- The Annual Management, Cultural, and Sports Fest of IIM Amritsar",https://dare2compete.com/,
Workshop,https://dare2compete.com/,
Econvista 2020,https://dare2compete.com/,
Consortium'20,https://dare2compete.com/,
SANSKRITI - 2020,https://dare2compete.com/,
Marketing World Cup 2019,https://dare2compete.com/,
Workshop,https://dare2compete.com/,
Atharva,https://dare2compete.com/,
IGNISENSE,https://dare2compete.com/,
SANDHAAN - Annual Techno-Management Fest,https://dare2compete.com/,
Abhyudaya'20,https://dare2compete.com/,
CONFERO 8.0,https://dare2compete.com/,
Nivesh 2019,https://dare2compete.com/,
Yuva Manthan & Excellence Awards'19,https://dare2compete.com/,
EMERGE 2020,https://dare2compete.com/,
APOGEE,https://dare2compete.com/,
TARKASH,https://dare2compete.com/,
E-Summit 2020: Build for Billions,https://dare2compete.com/,
MONETA,https://dare2compete.com/,
Shri Ram Economics Summit '20,https://dare2compete.com/,
NEEV 2019,https://dare2compete.com/,
International conference on occupational health and public safety,https://dare2compete.com/,
Materials Science Conference,https://dare2compete.com/,
Aakruti 2019,https://dare2compete.com/,
CALL FOR ARTICLES-ARITICLES OF THE MONTH,https://dare2compete.com/,
Social marketing campaign,https://dare2compete.com/,
Intaglio 2019 - The Annual Business Summit of IIM Calcutta,https://dare2compete.com/,
Gravity 2019,https://dare2compete.com/,
WARGAMES,https://dare2compete.com/,
Dhruva,https://dare2compete.com/,
"E-Summit 2020, IIT Madras",https://dare2compete.com/,
prayas_gim,https://dare2compete.com/,
EyeMyth Media Arts Festival,https://dare2compete.com/,
Techkshetra 2k19,https://dare2compete.com/,
BUENO FESTA 2.0,https://dare2compete.com/,
JIM National Symposium - 2k19,https://dare2compete.com/,
NIRVANA '19,https://dare2compete.com/,
MarCquest 2019-20,https://dare2compete.com/,
IIAM PINNACLE 2k19,https://dare2compete.com/,
Pragyan Square One,https://dare2compete.com/,
E-Summit,https://dare2compete.com/,
Nirvahana 2020- The Annual Management Fest of NMIMS Hyderabad,https://dare2compete.com/,
HackVerse,https://dare2compete.com/,
Ethos '20 - IIM Sambalpur's Annual fest,https://dare2compete.com/,
Sponsored by Secure Meters,https://dare2compete.com/,
Vaayu,https://dare2compete.com/,
Imperium 2019,https://dare2compete.com/,
Impelz 6.0,https://dare2compete.com/,
OJAS XII,https://dare2compete.com/,
E-Summit NITK 2020,https://dare2compete.com/,
UDGAM 2020 : The Annual Entrepreneurship Summit of IIT Guwahati,https://dare2compete.com/,
Imperium '19,https://dare2compete.com/,
